,cmte_id,amndt_ind,rpt_tp,transaction_pgi,transaction_tp,entity_tp,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,file_num
1967824,C00518282,A,12G,P,15,IND,CHICAGO,IL,60803.0,missing,retired,2012-10-09,6.214608098422191,894334.0
1263957,C00498121,N,Q3,G,15,IND,FORT WORTH,TX,76135.0,missing,retired,2012-09-10,5.521460917862246,818593.0
3224759,C00431171,A,12G,G,15,IND,HOUSTON,TX,77005.0,retired,retired,2012-10-05,5.521460917862246,933475.0
703969,C00448696,N,M10,Desconhecido,15,IND,MADISONVILLE,KY,42431.0,missing,retired,2011-09-15,6.907755278982137,750431.0
1968739,C00518282,A,12G,P,15,IND,BLOOMINGTON,MN,55438.0,missing,retired,2012-10-05,6.214608098422191,894334.0
1337340,C00401224,N,M10,Desconhecido,24T,IND,LARCHMONT,NY,10538.0,missing,retired,2012-09-21,6.214608098422191,821504.0
2999902,C00494229,A,30G,G,15,IND,WESTPORT,CT,6880.0,missing,retired,2012-11-02,7.824046010856292,849260.0
1735607,C00326801,A,12G,G,15,IND,WASHINGTON,DC,20002,missing,retired,2012-10-06,5.521460917862246,842591.0
2663106,C00496034,N,M2,P,15,IND,TURNERSVILLE,NJ,8012.0,missing,retired,2012-01-05,5.521460917862246,767129.0
142604,C00461046,N,Q3,P,15,IND,JENKINTOWN,PA,19046.0,missing,retired,2011-09-30,6.907755278982137,750981.0
2428641,C00196444,N,30G,P,15,IND,AMARILLO,TX,79119.0,missing,retired,2012-11-15,6.214608098422191,835034.0
2425119,C00401224,N,M9,Desconhecido,24T,IND,WILSON,WY,83014.0,missing,retired,2012-08-07,6.684611727667927,811524.0
938739,C00337733,A,YE,Desconhecido,15,IND,DUMONT,NJ,7628.0,missing,retired,2011-12-22,5.356586274672012,811549.0
1686988,C00431171,A,M8,P,15,IND,TUCSON,AZ,85718.0,missing,retired,2012-07-08,7.824046010856292,944286.0
3243067,C00431171,A,30G,G,15,IND,BOLIVAR,MO,65613.0,missing,retired,2012-10-22,5.298317366548036,933479.0
2761493,C00494229,A,Q1,P,15,IND,EUREKA,NV,89316.0,missing,retired,2012-03-08,6.214608098422191,781912.0
1904966,C00431445,A,30G,G,22Y,IND,GRANDVILLE,MI,49418.0,missing,retired,2012-11-05,5.298317366548036,876050.0
1014247,C00494914,N,Q1,C,15,IND,GROVE CITY,PA,16127.0,missing,retired,2012-03-01,6.907755278982137,778228.0
3046624,C00330811,A,30G,G,15,IND,OMAHA,NE,68114.0,missing,retired,2012-10-31,5.521460917862246,919104.0
919936,C00024521,A,M9,Desconhecido,15,IND,ROCK HILL,SC,29730.0,missing,retired,2011-08-18,5.298317366548036,869197.0
3004631,C00494740,A,M9,P,15,IND,CINCINNATI,OH,45211.0,missing,retired,2012-08-07,5.783825182329737,854751.0
1554278,C00431445,A,M10,P,15,IND,HOT SPRINGS,AR,71903,missing,retired,2012-09-05,5.521460917862246,897086.0
2903176,C00512756,N,12G,G,15,IND,WILMINGTON,DE,19810,missing,retired,2012-10-05,6.214608098422191,827020.0
3296798,C00431171,A,30G,G,15,IND,FRANKLIN,TN,37064.0,missing,retired,2012-11-02,5.703782474656201,933479.0
2088673,C00494740,A,M10,P,15,IND,WASHINGTON,DC,20008.0,missing,retired,2012-09-16,7.313220387090301,870880.0
58775,C00272633,A,Q1,P,15,IND,ITHACA,NY,14850.0,missing,retired,2011-03-30,5.521460917862246,731805.0
406756,C00394452,A,YE,Desconhecido,15,IND,FRESNO,CA,93711.0,missing,retired,2011-07-20,6.214608098422191,776428.0
2867036,C00509877,A,Q2,P,15,IND,NAPLES,FL,34108.0,missing,retired,2012-06-04,6.907755278982137,833243.0
1345451,C00401224,N,12G,P,24T,IND,LOS ANGELES,CA,90049.0,missing,retired,2012-10-17,5.521460917862246,824988.0
2622866,C00401224,N,30G,P,24T,IND,NEW YORK,NY,10013.0,missing,retired,2012-11-04,6.214608098422191,841241.0
581024,C00349506,N,Q2,P,15,IND,SEATTLE,WA,98125.0,missing,retired,2011-04-08,7.600902459542082,739435.0
1754567,C00000935,A,12G,P,15,IND,EVANSTON,IL,60201,missing,retired,2012-10-11,6.214608098422191,880606.0
1566639,C00454074,A,M9,P,15,IND,STOCKTON,CA,952193514,missing,retired,2012-08-15,5.521460917862246,915255.0
1448795,C00362384,A,M10,Desconhecido,15,IND,DEMAREST,NJ,7627.0,missing,retired,2012-09-24,6.907755278982137,866603.0
3127675,C00518282,A,Q3,P,15,IND,THE VILLAGES,FL,32163,missing,retired,2012-09-22,6.907755278982137,889722.0
951083,C00500843,A,YE,P,15E,IND,BOSTON,MA,2199.0,missing,retired,2011-12-05,6.907755278982137,765367.0
2301817,C00495820,A,M5,P,15,IND,SAN JOSE,CA,95126.0,missing,retired,2012-04-17,5.521460917862246,799137.0
2645889,C00003327,A,Q1,Desconhecido,15,IND,DAYTON,OH,45459.0,missing,retired,2012-03-09,5.521460917862246,863058.0
1870898,C00431445,A,M4,P,15,IND,FREMONT,CA,94536,missing,retired,2012-03-21,5.521460917862246,896852.0
63268,C00093963,N,M6,Desconhecido,15,IND,FORSYTH,IL,62535.0,missing,retired,2011-05-31,6.030685260261263,731026.0
1880943,C00431445,A,M4,P,15,IND,WOODSTOCK,VT,05091,missing,retired,2012-03-29,5.521460917862246,896852.0
2850757,C00075820,A,M4,Desconhecido,15,IND,FOXBORO,MA,2035.0,missing,retired,2012-03-19,5.521460917862246,812834.0
1141291,C00461822,N,12P,P,15,IND,LAFOLLETTE,TN,37766.0,missing,retired,2012-07-13,5.521460917862246,800662.0
2617578,C00435628,A,12P,P,15,IND,LIMA,OH,45805.0,missing,retired,2012-07-16,6.214608098422191,859119.0
323166,C00084491,A,YE,Desconhecido,15,IND,MEQUON,WI,53092.0,missing,retired,2011-12-09,7.1308988302963465,834117.0
1363379,C00489781,N,30G,Desconhecido,10,IND,SCOTTSDALE,AZ,85255.0,missing,retired,2012-10-31,5.857933154483459,838801.0
1084654,C00131185,N,M4,Desconhecido,15,IND,HUNTSVILLE,UT,84317.0,missing,retired,2012-03-01,6.214608098422191,780133.0
2581610,C00401224,N,30G,P,24T,IND,AUSTIN,TX,78712.0,missing,retired,2012-11-02,6.214608098422191,841241.0
1534363,C00431171,A,M6,P,15,IND,GALVESTON,TX,77550,missing,retired,2012-05-21,5.703782474656201,944813.0
2343767,C00264697,A,Q2,G,15,IND,WASHINGTON,DC,20006.0,missing,retired,2012-05-14,7.313220387090301,811468.0
2504626,C00518811,A,Q2,P,15,IND,MINNEAPOLIS,MN,55410.0,missing,retired,2012-06-25,6.907755278982137,844116.0
701967,C00494740,A,Q2,P,15,IND,BROOKLYN,NY,11238.0,missing,retired,2011-04-13,5.521460917862246,748092.0
1495914,C00003418,A,12G,Desconhecido,15,IND,FLORAL PARK,NY,11001.0,missing,retired,2012-10-15,5.393627546352362,867755.0
2571043,C00431445,A,YE,G,22Y,IND,ELYRIA,OH,440361044.0,missing,retired,2012-12-07,2.70805020110221,896990.0
2180543,C00151340,N,M3,Desconhecido,15,IND,WASHINGTON,DC,20004.0,missing,retired,2012-02-29,7.418780882750794,771564.0
2637488,C00042366,A,M7,Desconhecido,15,IND,LOS OSOS,CA,93402.0,missing,retired,2012-06-29,5.703782474656201,807832.0
3260423,C00431171,A,30G,G,15,IND,MANCHESTER,CT,6040.0,missing,retired,2012-10-24,6.907755278982137,933479.0
2772915,C00506386,A,Q1,P,15,IND,OAKLAND,CA,94610.0,missing,retired,2012-02-13,6.214608098422191,805641.0
2217147,C00010603,A,M3,Desconhecido,15,IND,GALESBURG,MI,49053,missing,retired,2012-02-08,5.703782474656201,792670.0
1453072,C00042366,A,M10,Desconhecido,15E,IND,RHINEBECK,NY,12572.0,selfemployed,retired,2012-09-27,5.521460917862246,841874.0
848343,C00495820,A,YE,P,22Y,IND,DALLAS,TX,75205.0,missing,retired,2011-10-06,6.907755278982137,779227.0
1523128,C00431171,A,M6,P,15,IND,WEST FRANKFORT,IL,62896,missing,retired,2012-05-07,7.824046010856292,944813.0
2630658,C00376749,A,30G,P,15,IND,SHREVEPORT,LA,71106.0,missing,retired,2012-11-01,6.907755278982137,855565.0
2261833,C00519603,N,Q2,Desconhecido,15,IND,DOE HILL,VA,24433.0,missing,retired,2012-06-20,5.521460917862246,796205.0
2910664,C00500421,A,12S,G,15,IND,PORTLAND,OR,97210,missing,retired,2011-11-29,6.214608098422191,832240.0
232546,C00500041,N,YE,P,15,CAN,KEOKUK,IA,52632.0,missing,retired,2011-12-07,5.857933154483459,760900.0
1209959,C00496208,N,Q2,G,15,IND,NEWBURGH,IN,47630.0,missing,retired,2012-06-23,6.214608098422191,798082.0
1841128,C00528489,A,12G,Desconhecido,15,IND,DALLAS,TX,75080.0,missing,retired,2012-10-03,8.517193191416238,873173.0
2935039,C00511980,A,Q1,P,15,IND,PHOENIX,AZ,85007,missing,retired,2012-02-28,5.521460917862246,837087.0
696624,C00494740,A,Q2,P,15,IND,FALMOUTH,MA,2540.0,missing,retired,2011-05-11,6.214608098422191,748092.0
3305189,C00431171,A,M10,G,15,IND,SALT LAKE CITY,UT,84109.0,missing,retired,2012-09-26,6.684611727667927,944828.0
214242,C00375618,A,Q3,P,15,IND,SAYVILLE,NY,11782.0,missing,retired,2011-07-20,5.521460917862246,764561.0
3055238,C00493486,A,Q2,P,10,IND,OVERLAND PARK,KS,66212.0,missing,retired,2012-05-14,6.907755278982137,877979.0
2112964,C00494740,A,M10,P,15,IND,NEW YORK,NY,10010.0,missing,retired,2012-09-09,8.517193191416238,870880.0
826193,C00495820,A,Q2,P,15,IND,PHOENIX,AZ,85021.0,missing,retired,2011-06-05,6.907755278982137,779223.0
1150858,C00391243,N,Q2,G,15,IND,BRADENTON,FL,34203.0,missing,retired,2012-06-26,7.824046010856292,800758.0
389206,C00500462,A,Q3,P,15,IND,SAN FRANCISCO,CA,94114.0,missing,retired,2011-09-19,5.521460917862246,797238.0
2562042,C00431445,A,M8,P,15,IND,SIOUX FALLS,SD,57110.0,missing,retired,2012-07-18,6.214608098422191,896964.0
1133193,C00193433,N,M7,Desconhecido,15,IND,SOMERS,CT,6071.0,missing,retired,2012-06-28,5.991464547107982,799129.0
3028559,C00031054,A,30G,Desconhecido,15,IND,WARREN,MI,48093.0,housewife,retired,2012-11-16,5.703782474656201,863369.0
3269125,C00431171,A,30G,G,15,IND,CARMEL,IN,46033.0,missing,retired,2012-10-25,5.298317366548036,933479.0
1561272,C00431445,A,M10,G,15,IND,ARLINGTON,VA,22201,missing,retired,2012-09-17,5.521460917862246,897086.0
776904,C00116632,A,Q3,P,15,IND,PAWLEYS ISLAND,SC,29585.0,missing,retired,2011-09-11,5.799092654460526,753912.0
1722899,C00431445,A,M10,P,15,IND,BALTIMORE,MD,21217,missing,retired,2012-09-06,5.521460917862246,897086.0
549933,C00375360,N,M4,Desconhecido,15,IND,RICHFIELD,OH,44286.0,missing,retired,2011-03-17,6.214608098422191,725238.0
1096607,C00492645,A,12G,G,15,IND,BRIDGEPORT,CT,6605.0,missing,retired,2012-10-17,5.521460917862246,843255.0
1894599,C00431445,A,M2,P,15,IND,OLYMPIA,WA,98513,missing,retired,2012-01-12,5.521460917862246,896750.0
2572469,C00431445,A,YE,P,22Y,IND,ALEXANDRIA,VA,22305.0,missing,retired,2012-12-31,4.605170185988092,896990.0
3258176,C00431171,A,30G,G,15,IND,SAN DIEGO,CA,92110.0,missing,retired,2012-11-05,5.521460917862246,933479.0
2463986,C00506022,N,Q3,G,15,IND,SCOTTSDALE,AZ,85250.0,missing,retired,2012-09-24,5.298317366548036,834281.0
3213709,C00431171,A,M7,P,15,IND,RANCHO CUCAMONGA,CA,91739.0,missing,retired,2012-06-28,5.521460917862246,896735.0
1540553,C00431445,A,M10,P,15,IND,JAMAICA PLAIN,MA,02130,missing,retired,2012-09-06,5.521460917862246,897086.0
1090406,C00384701,N,M4,Desconhecido,15,ORG,WILSON,NC,27894.0,missing,retired,2012-03-12,5.521460917862246,780232.0
2426325,C00518803,N,30G,G,15,IND,SALT LAKE CITY,UT,84111.0,missing,retired,2012-10-19,6.907755278982137,835565.0
2328895,C00509901,N,Q3,P,15,IND,LONGWOOD,FL,32779.0,missing,retired,2012-08-02,6.907755278982137,816774.0
2075330,C00467233,A,Q3,P,15,IND,LINCOLN,MA,1773.0,missing,retired,2012-08-29,5.298317366548036,857959.0
879295,C00496497,N,YE,P,15,IND,PHOENIX,AZ,85009.0,missing,retired,2011-11-09,6.907755278982137,762965.0
3115109,C00518282,A,Q3,P,15,IND,SARASOTA,FL,34236,missing,retired,2012-09-22,7.824046010856292,889722.0
188111,C00431445,A,Q3,P,15,IND,RADNOR,PA,19087.0,missing,retired,2011-08-04,6.214608098422191,756218.0
941196,C00504159,A,YE,P,15,IND,ATLANTA,GA,30327.0,missing,retired,2011-11-15,6.907755278982137,764583.0
2570432,C00431445,A,YE,G,22Y,IND,CATONSVILLE,MD,21228.0,missing,retired,2012-12-07,3.5553480614894135,896990.0
1545785,C00431445,A,M10,G,15,IND,LIVINGSTON,MT,59047,missing,retired,2012-09-18,6.214608098422191,897086.0
369167,C00003418,A,M6,Desconhecido,15,IND,MARION,OH,43302.0,missing,retired,2011-05-19,5.703782474656201,772254.0
962507,C00401224,A,M12,Desconhecido,24T,IND,NEWARK,DE,19711.0,missing,retired,2011-11-07,5.521460917862246,770778.0
2364046,C00522276,N,Q3,G,15,IND,TOPEKA,KS,66606.0,missing,retired,2012-09-14,5.991464547107982,817871.0
2923095,C00249995,N,30G,Desconhecido,15,IND,HICKORY,NC,28601,missing,retired,2012-10-25,5.703782474656201,836440.0
2616213,C00435628,A,Q2,P,15,IND,HOLLYWOOD,FL,33021.0,missing,retired,2012-04-27,5.521460917862246,859116.0
1062840,C00495820,A,M3,P,15,IND,HICKORY,NC,28601.0,missing,retired,2012-02-14,5.303304908059076,779990.0
180280,C00431445,A,Q3,P,15,IND,SAINT PAUL,MN,55105.0,missing,retired,2011-09-30,5.521460917862246,756218.0
496563,C00499517,A,YE,P,15,IND,FALLS CHURCH,VA,22046.0,missing,retired,2011-12-07,6.214608098422191,925406.0
2055032,C00431445,A,12G,G,15,IND,SEATTLE,WA,98102.0,missing,retired,2012-10-12,6.214608098422191,897092.0
1081195,C00494930,A,Q2,G,15,IND,CHARDON,OH,44024.0,homemaker,retired,2012-05-10,7.824046010856292,802781.0
320937,C00000935,A,YE,P,24I,IND,MANHATTAN,NY,10028.0,missing,retired,2011-12-31,6.907755278982137,767650.0
798776,C00103937,N,YE,Desconhecido,15,IND,LOUISVILLE,KY,40222.0,homemaker,retired,2011-12-31,6.214608098422191,762063.0
2384364,C00343475,N,Q3,G,15,IND,SAINT LOUIS,MO,63124.0,missing,retired,2012-09-20,5.521460917862246,834406.0
1622934,C00431445,A,M7,P,15,IND,SPOTSYLVANIA,VA,22551.0,missing,retired,2012-06-15,5.521460917862246,896900.0
448105,C00431445,A,Q2,P,15,IND,LAS VEGAS,NV,89127.0,missing,retired,2011-04-28,7.824046010856292,896673.0
2503924,C00300830,A,Q2,P,15,IND,LA JOLLA,CA,92037.0,retired,retired,2012-05-23,7.495541943884256,843661.0
1432621,C00476853,A,Q3,G,15,IND,SIOUX FALLS,SD,57108,missing,retired,2012-08-16,6.214608098422191,845096.0
656820,C00255752,N,M8,Desconhecido,15,IND,LOS GATOS,CA,95032.0,missing,retired,2011-07-07,5.521460917862246,742188.0
1308538,C00413914,A,Q3,G,15E,IND,NEW YORK,NY,10032.0,missing,retired,2012-09-30,5.521460917862246,834011.0
1006176,C00509125,N,Q1,P,15E,IND,PETALUMA,CA,94954.0,missing,retired,2012-02-24,6.214608098422191,779911.0
2155149,C00494740,A,12G,G,15,IND,CLEVELAND,OH,44113,missing,retired,2012-10-17,6.214608098422191,870885.0
320299,C00105668,A,YE,Desconhecido,15,IND,SAN FRANCISCO,CA,94121.0,missing,retired,2011-12-27,5.3706380281276624,800799.0
2833310,C00253260,A,M4,Desconhecido,15,IND,SEWARD,AK,99664,missing,retired,2012-03-15,5.521460917862246,810251.0
478388,C00431171,A,YE,P,15,IND,NEWPORT BEACH,CA,92663.0,missing,retired,2011-12-13,7.824046010856292,896726.0
3046754,C00089243,A,30G,P,15E,IND,WAYLAND,MA,1778.0,missing,retired,2012-10-23,6.163314804034641,923226.0
1689630,C00431171,A,M8,P,15,IND,MEDFORD,MA,2155.0,missing,retired,2012-07-09,6.214608098422191,944286.0
1783978,C00495622,A,M10,G,15,IND,SLIDELL,LA,70458.0,missing,retired,2012-09-22,5.521460917862246,992726.0
2166103,C00496034,N,M3,P,15,IND,CLOVIS,CA,93611.0,missing,retired,2012-02-21,6.214608098422191,771852.0
1624212,C00431445,A,M7,P,15,IND,LONG ISLAND CITY,NY,11101.0,missing,retired,2012-06-26,5.521460917862246,896900.0
48805,C00000901,N,M5,Desconhecido,22Y,IND,VICKSBURG,MS,39183.0,missing,retired,2011-04-14,5.521460917862246,729144.0
2746956,C00514588,N,Q1,P,15C,IND,ABSECON,NJ,2801.0,missing,retired,2012-03-01,3.367295829986474,787420.0
2699829,C00344051,A,Q1,P,15,IND,CLEARWATER,FL,33759.0,missing,retired,2012-03-11,5.521460917862246,786198.0
1122860,C00498600,N,Q2,P,15,IND,ASPEN,CO,81612.0,missing,retired,2012-06-07,5.521460917862246,798278.0
2283924,C00006486,N,M6,G,15,IND,INDIANAPOLIS,IN,46240.0,missing,retired,2012-05-16,5.298317366548036,790917.0
1442550,C00344721,A,12G,G,15,IND,NORTH SALT LAKE,UT,84054.0,missing,retired,2012-10-08,6.214608098422191,860910.0
2947448,C00000935,A,M9,Desconhecido,15E,IND,DELRAY BEACH,FL,33483,retired,retired,2012-08-30,6.214608098422191,837665.0
816071,C00457291,N,YE,Desconhecido,15,IND,DES PLAINES,IL,60016.0,missing,retired,2011-07-08,5.521460917862246,761804.0
1770685,C00023580,A,30G,P,15,IND,ALBANY,NY,12205.0,missing,retired,2012-10-25,6.907755278982137,910940.0
2723995,C00513721,N,12P,P,15,IND,WHITTIER,CA,90605.0,retired,retired,2012-04-26,6.907755278982137,789276.0
1671021,C00431171,A,M5,P,15,IND,GREENBRAE,CA,94904.0,missing,retired,2012-04-30,5.616771097666572,944275.0
625584,C00001214,N,MY,Desconhecido,15,IND,LONGVIEW,TX,75605.0,missing,retired,2011-05-11,5.703782474656201,738001.0
2898961,C00448696,N,12G,Desconhecido,24T,IND,OMAHA,NE,68135,missing,retired,2012-10-02,5.298317366548036,827991.0
2936228,C00131185,A,M7,Desconhecido,15,IND,WELLESLEY,MA,02482,missing,retired,2012-06-05,5.521460917862246,836749.0
886854,C00003327,N,YE,Desconhecido,15,IND,COLUMBUS,OH,43215.0,missing,retired,2011-11-22,5.521460917862246,760210.0
2142551,C00494740,A,12G,G,15,IND,PORTLAND,OR,97209,missing,retired,2012-10-11,6.214608098422191,870885.0
2477152,C00393652,N,12G,G,15E,IND,BERKELEY,CA,94705.0,not employed,retired,2012-10-17,5.521460917862246,841472.0
2238440,C00427708,A,Q2,R,15,IND,EDINBURG,TX,78542.0,missing,retired,2012-06-25,5.703782474656201,795816.0
1936517,C00431171,A,M4,P,15,IND,NEW YORK,NY,10022.0,missing,retired,2012-03-12,7.824046010856292,896732.0
3222126,C00431171,A,M7,P,15,IND,BLAINE,WA,98230.0,missing,retired,2012-06-07,5.521460917862246,896735.0
2323492,C00493122,N,Q3,Desconhecido,15,IND,BOULDER,CO,80304.0,missing,retired,2012-08-22,6.907755278982137,816274.0
2902202,C00515452,N,12G,Desconhecido,10,IND,EARLYSVILLE,VA,22936,missing,retired,2012-10-17,6.907755278982137,826055.0
1496252,C00003418,A,12G,Desconhecido,15,IND,ELIZABETHTOWN,KY,42701.0,missing,retired,2012-10-03,6.214608098422191,867755.0
1458892,C00042366,A,M10,Desconhecido,15,IND,COLUMBIA,MO,65203.0,missing,retired,2012-09-01,5.521460917862246,841874.0
294727,C00497933,A,Q3,P,15,IND,SAN ANTONIO,TX,78229.0,missing,retired,2011-09-23,5.521460917862246,768144.0
1395715,C00494740,N,30G,G,15,IND,GRASS VALLEY,CA,95945.0,missing,retired,2012-10-30,6.907755278982137,839903.0
3109669,C00518282,A,30G,P,15,IND,DEFIANCE,OH,43512.0,missing,retired,2012-10-22,5.521460917862246,890355.0
3198223,C00431171,A,12G,G,15,IND,MARION,IL,62959.0,missing,retired,2012-10-15,5.521460917862246,933475.0
654125,C00413096,A,Q1,P,15,IND,LEVELLAND,TX,79338.0,missing,retired,2011-03-14,6.214608098422191,735336.0
1010169,C00511550,A,12P,P,15,IND,THOMASVILLE,PA,17364.0,missing,retired,2012-03-23,7.824046010856292,777491.0
986129,C00497115,N,12P,P,15,IND,EXPORT,PA,15632.0,missing,retired,2012-01-25,5.521460917862246,775782.0
338609,C00493536,A,Q1,P,15,IND,DALLAS,TX,75229.0,missing,retired,2011-03-30,6.214608098422191,726537.0
546302,C00107235,N,M3,Desconhecido,15,IND,MCLEAN,VA,22102.0,missing,retired,2011-02-28,6.214608098422191,718043.0
1269980,C00401786,N,Q3,Desconhecido,15,IND,REEDLEY,CA,93654.0,missing,retired,2012-08-16,5.521460917862246,819091.0
683952,C00308742,A,Q2,P,15,IND,ONTARIO,CA,91762.0,missing,retired,2011-06-30,7.696212639346407,749985.0
3071406,C00518282,A,30G,P,15,IND,MIAMI,FL,33156.0,missing,retired,2012-10-27,5.521460917862246,890355.0
1738581,C00467233,A,30G,G,15,IND,ARLINGTON,VA,22201,missing,retired,2012-10-19,7.824046010856292,860393.0
1929425,C00431171,A,M2,P,15,IND,KAYSVILLE,UT,84037.0,missing,retired,2012-01-09,5.298317366548036,896728.0
2002272,C00431445,A,12G,G,15,IND,LONG BEACH,CA,90802.0,missing,retired,2012-10-15,6.214608098422191,897092.0
2745394,C00401224,N,M6,Desconhecido,24T,IND,WASHINGTON,DC,20015.0,missing,retired,2012-05-02,5.521460917862246,790074.0
2336543,C00468256,N,Q3,G,15,IND,NEWBURGH,IN,47630.0,missing,retired,2012-09-13,5.521460917862246,817948.0
861625,C00323048,N,YE,Desconhecido,15,IND,BURLINGAME,CA,94010.0,missing,retired,2011-07-31,5.337538079701318,762614.0
743451,C00500587,A,Q3,P,15,IND,ANAHEIM,CA,92807.0,missing,retired,2011-09-21,7.824046010856292,751678.0
245894,C00431304,A,Q3,P,15,IND,ALBUQUERQUE,NM,87102.0,missing,retired,2011-09-17,6.214608098422191,751105.0
2122358,C00494740,A,M10,P,15,IND,PALO ALTO,CA,94301.0,missing,retired,2012-09-27,5.298317366548036,870880.0
2071123,C00467233,A,12G,G,15,IND,PEABODY,MA,1960.0,missing,retired,2012-10-09,6.214608098422191,858601.0
170084,C00446815,A,Q3,P,15,IND,SAN JOSE,CA,95118.0,missing,retired,2011-09-09,5.521460917862246,758107.0
416579,C00431445,A,Q2,P,15,IND,BREMERTON,WA,98310.0,missing,retired,2011-05-26,6.214608098422191,896673.0
775183,C00493023,A,Q2,R,15E,IND,SAN PEDRO,CA,90731.0,missing,retired,2011-06-23,5.298317366548036,754161.0
2042319,C00431445,A,M9,G,15,IND,GREENSBORO,NC,27410.0,missing,retired,2012-08-11,5.521460917862246,897073.0
2215082,C00010603,A,M3,Desconhecido,15,IND,DURHAM,NC,27705,missing,retired,2012-02-10,5.521460917862246,792670.0
131041,C00140061,N,MY,Desconhecido,15,IND,SAGINAW,MI,48603.0,missing,retired,2011-03-14,6.907755278982137,740277.0
312071,C00492785,A,Q2,P,15,IND,COLLEYVILLE,TX,76034.0,missing,retired,2011-06-16,6.214608098422191,738792.0
2262357,C00493403,A,12P,P,15,IND,FREMONT,CA,94539.0,missing,retired,2012-05-10,5.521460917862246,802936.0
2435123,C00326801,N,Q3,G,15,IND,SAN FRANCISCO,CA,94122.0,missing,retired,2012-09-20,7.600902459542082,834180.0
2206820,C00498212,A,Q1,P,15,IND,ELK GROVE,CA,95758,missing,retired,2012-03-31,5.521460917862246,795005.0
1015780,C00122176,N,Q2,G,22Y,IND,COLUMBUS,IN,47203.0,missing,retired,2012-05-23,6.214608098422191,799448.0
2203066,C00468579,A,Q1,P,15,IND,ELKHART,IN,46516,missing,retired,2012-03-05,6.214608098422191,791893.0
1760216,C00000935,A,M10,P,15,IND,REISTERSTOWN,MD,21136,missing,retired,2012-09-21,6.214608098422191,880688.0
3247069,C00431171,A,M9,P,15,IND,WOODBURN,OR,97071.0,missing,retired,2012-08-13,5.703782474656201,896743.0
1183901,C00501643,A,Q2,G,15,IND,CLINTON,NC,28328.0,missing,retired,2012-06-08,6.214608098422191,809633.0
2158564,C00431445,A,12G,G,15,IND,GRAND BLANC,MI,48480,missing,retired,2012-10-17,6.907755278982137,897092.0
943600,C00000935,A,M3,Desconhecido,15,IND,SAN FRANCISCO,CA,94111.0,missing,retired,2011-02-24,10.134599273499514,781463.0
1951206,C00518282,A,12G,P,15,IND,MARIETTA,GA,30067.0,missing,retired,2012-10-05,6.907755278982137,894334.0
68983,C00038505,N,M6,Desconhecido,15,IND,GREENVILLE,NC,27858,missing,retired,2011-05-11,5.393627546352362,731746.0
3347084,C00431304,A,Q2,P,15,IND,RICHMOND HEIGHTS,MO,63117.0,missing,retired,2012-06-30,5.521460917862246,803619.0
1573767,C00431445,A,M10,G,15,IND,FENNVILLE,MI,49408.0,missing,retired,2012-09-08,5.521460917862246,897086.0
1419334,C00476564,N,30G,G,15,IND,PROVIDENCE,RI,02906,missing,retired,2012-11-01,5.521460917862246,840842.0
1503251,C00003418,A,12G,Desconhecido,15,IND,SUMMIT,NJ,7901.0,missing,retired,2012-10-05,6.907755278982137,867755.0
1942869,C00431445,A,M9,P,15,IND,HUNTINGTON WOODS,MI,48070.0,missing,retired,2012-08-22,5.521460917862246,897073.0
2773401,C00140715,A,12P,P,15,IND,POTOMAC,MD,20854.0,missing,retired,2012-03-11,6.214608098422191,805937.0
2410133,C00333427,A,12G,G,15,IND,ROGUE RIVER,OR,97537.0,missing,retired,2012-10-10,7.600902459542082,840272.0
1151467,C00501361,N,Q2,P,15,IND,MADISON,WI,53707.0,missing,retired,2012-05-21,6.907755278982137,800763.0
2360633,C00515643,N,Q3,Desconhecido,15E,IND,DALLAS,TX,75208.0,missing,retired,2012-09-27,6.214608098422191,816720.0
1162493,C00466607,A,12P,P,15,IND,MERION STATION,PA,19066.0,missing,retired,2012-03-21,6.214608098422191,802254.0
575009,C00495598,N,Q2,P,15,IND,AMES,IA,50010.0,missing,retired,2011-06-30,6.907755278982137,735704.0
1197482,C00459354,N,Q2,G,15,IND,PEORIA,IL,61615.0,missing,retired,2012-06-27,6.907755278982137,797852.0
1644412,C00505552,A,Q2,P,15,IND,RUTLAND,ND,58067.0,missing,retired,2012-05-31,5.521460917862246,888828.0
2511584,C00325738,A,Q2,G,15,IND,SAN FRANCISCO,CA,94110.0,missing,retired,2012-06-14,5.521460917862246,859770.0
2383953,C00343475,N,Q3,G,15,IND,MADISON,WI,53719.0,missing,retired,2012-08-31,6.214608098422191,834406.0
2716865,C00040329,N,M5,Desconhecido,15,IND,ST. PETERSBURG,FL,33729.0,missing,retired,2012-04-13,7.824046010856292,784864.0
842760,C00504720,N,YE,P,15,IND,FORT MYERS,FL,33919.0,missing,retired,2011-06-22,5.521460917862246,760106.0
2583868,C00003418,A,M9,Desconhecido,15,IND,SANTA CRUZ,CA,95060.0,missing,retired,2012-08-27,5.298317366548036,853945.0
2387692,C00326801,A,Q2,P,15,IND,CHICAGO,IL,60611.0,missing,retired,2012-06-21,5.521460917862246,802139.0
625546,C00001214,N,MY,Desconhecido,15,IND,MARSHALL,TX,75672.0,missing,retired,2011-02-23,5.703782474656201,738001.0
